del_date,he,system_demand
2019-02-25T00:00:00.000Z,19,11198
2019-02-25T00:00:00.000Z,20,11246
2019-02-25T00:00:00.000Z,21,11166
2019-02-25T00:00:00.000Z,22,11112
2019-02-25T00:00:00.000Z,23,10777
2019-02-25T00:00:00.000Z,24,10525
2019-02-26T00:00:00.000Z,1,10353
2019-02-26T00:00:00.000Z,2,10245
2019-02-26T00:00:00.000Z,3,10223
2019-02-26T00:00:00.000Z,4,10239
2019-02-26T00:00:00.000Z,5,10298
2019-02-26T00:00:00.000Z,6,10447
2019-02-26T00:00:00.000Z,7,10717
2019-02-26T00:00:00.000Z,8,11105
2019-02-26T00:00:00.000Z,9,11131
2019-02-26T00:00:00.000Z,10,11166
2019-02-26T00:00:00.000Z,11,11109
2019-02-26T00:00:00.000Z,12,11089
2019-02-26T00:00:00.000Z,13,11040
2019-02-26T00:00:00.000Z,14,11027
2019-02-26T00:00:00.000Z,15,10999
2019-02-26T00:00:00.000Z,16,10920
2019-02-26T00:00:00.000Z,17,11018
2019-02-26T00:00:00.000Z,18,11128
2019-02-26T00:00:00.000Z,19,11301
2019-02-26T00:00:00.000Z,20,11308
2019-02-26T00:00:00.000Z,21,11247
2019-02-26T00:00:00.000Z,22,10980
2019-02-26T00:00:00.000Z,23,10583
2019-02-26T00:00:00.000Z,24,10289
2019-02-27T00:00:00.000Z,1,10177
2019-02-27T00:00:00.000Z,2,10080
2019-02-27T00:00:00.000Z,3,9950
2019-02-27T00:00:00.000Z,4,9942
2019-02-27T00:00:00.000Z,5,9993
2019-02-27T00:00:00.000Z,6,10219
2019-02-27T00:00:00.000Z,7,10633
2019-02-27T00:00:00.000Z,8,10918
2019-02-27T00:00:00.000Z,9,10850
2019-02-27T00:00:00.000Z,10,10938
2019-02-27T00:00:00.000Z,11,10931
2019-02-27T00:00:00.000Z,12,10860
2019-02-27T00:00:00.000Z,13,10797
2019-02-27T00:00:00.000Z,14,10747
2019-02-27T00:00:00.000Z,15,10724
2019-02-27T00:00:00.000Z,16,10715
2019-02-27T00:00:00.000Z,17,10712
2019-02-27T00:00:00.000Z,18,10707
2019-02-27T00:00:00.000Z,19,10925
2019-02-27T00:00:00.000Z,20,10993
2019-02-27T00:00:00.000Z,21,10808
2019-02-27T00:00:00.000Z,22,10638
2019-02-27T00:00:00.000Z,23,10341
2019-02-27T00:00:00.000Z,24,10062
2019-02-28T00:00:00.000Z,1,9852
2019-02-28T00:00:00.000Z,2,9816
2019-02-28T00:00:00.000Z,3,9738
2019-02-28T00:00:00.000Z,4,9733
2019-02-28T00:00:00.000Z,5,9784
2019-02-28T00:00:00.000Z,6,9976
2019-02-28T00:00:00.000Z,7,10413
2019-02-28T00:00:00.000Z,8,10720
2019-02-28T00:00:00.000Z,9,10808
2019-02-28T00:00:00.000Z,10,10835
2019-02-28T00:00:00.000Z,11,10812
2019-02-28T00:00:00.000Z,12,10776
2019-02-28T00:00:00.000Z,13,10597
2019-02-28T00:00:00.000Z,14,10588
2019-02-28T00:00:00.000Z,15,10502
2019-02-28T00:00:00.000Z,16,10538
2019-02-28T00:00:00.000Z,17,10602
2019-02-28T00:00:00.000Z,18,10689
2019-02-28T00:00:00.000Z,19,10895
2019-02-28T00:00:00.000Z,20,10900
2019-02-28T00:00:00.000Z,21,10749
2019-02-28T00:00:00.000Z,22,10731
2019-02-28T00:00:00.000Z,23,10561
2019-02-28T00:00:00.000Z,24,10263
2019-03-01T00:00:00.000Z,1,10077
2019-03-01T00:00:00.000Z,2,9903
2019-03-01T00:00:00.000Z,3,9903
2019-03-01T00:00:00.000Z,4,9902
2019-03-01T00:00:00.000Z,5,9999
2019-03-01T00:00:00.000Z,6,10199
2019-03-01T00:00:00.000Z,7,10612
2019-03-01T00:00:00.000Z,8,10912
2019-03-01T00:00:00.000Z,9,10989
2019-03-01T00:00:00.000Z,10,10910
2019-03-01T00:00:00.000Z,11,10961
2019-03-01T00:00:00.000Z,12,10967
2019-03-01T00:00:00.000Z,13,10945
2019-03-01T00:00:00.000Z,14,10933
2019-03-01T00:00:00.000Z,15,10899
2019-03-01T00:00:00.000Z,16,10937
2019-03-01T00:00:00.000Z,17,10910
2019-03-01T00:00:00.000Z,18,10823
2019-03-01T00:00:00.000Z,19,10948
2019-03-01T00:00:00.000Z,20,11012
2019-03-01T00:00:00.000Z,21,10916
2019-03-01T00:00:00.000Z,22,10761
2019-03-01T00:00:00.000Z,23,10630
2019-03-01T00:00:00.000Z,24,10477
2019-03-02T00:00:00.000Z,1,10343
2019-03-02T00:00:00.000Z,2,10266
2019-03-02T00:00:00.000Z,3,10195
2019-03-02T00:00:00.000Z,4,10187
2019-03-02T00:00:00.000Z,5,10204
2019-03-02T00:00:00.000Z,6,10256
2019-03-02T00:00:00.000Z,7,10272
2019-03-02T00:00:00.000Z,8,10427
2019-03-02T00:00:00.000Z,9,10662
2019-03-02T00:00:00.000Z,10,10744
2019-03-02T00:00:00.000Z,11,10721
2019-03-02T00:00:00.000Z,12,10717
2019-03-02T00:00:00.000Z,13,10670
2019-03-02T00:00:00.000Z,14,10686
2019-03-02T00:00:00.000Z,15,10675
2019-03-02T00:00:00.000Z,16,10657
2019-03-02T00:00:00.000Z,17,10727
2019-03-02T00:00:00.000Z,18,10790
2019-03-02T00:00:00.000Z,19,10918
2019-03-02T00:00:00.000Z,20,10962
2019-03-02T00:00:00.000Z,21,10905
2019-03-02T00:00:00.000Z,22,10832
2019-03-02T00:00:00.000Z,23,10625
2019-03-02T00:00:00.000Z,24,10374
2019-03-03T00:00:00.000Z,1,10190
2019-03-03T00:00:00.000Z,2,10087
2019-03-03T00:00:00.000Z,3,10060
2019-03-03T00:00:00.000Z,4,10034
2019-03-03T00:00:00.000Z,5,10093
2019-03-03T00:00:00.000Z,6,10137
2019-03-03T00:00:00.000Z,7,10289
2019-03-03T00:00:00.000Z,8,10345
2019-03-03T00:00:00.000Z,9,10478
2019-03-03T00:00:00.000Z,10,10578
2019-03-03T00:00:00.000Z,11,10614
2019-03-03T00:00:00.000Z,12,10614
2019-03-03T00:00:00.000Z,13,10571
2019-03-03T00:00:00.000Z,14,10501
2019-03-03T00:00:00.000Z,15,10449
2019-03-03T00:00:00.000Z,16,10531
2019-03-03T00:00:00.000Z,17,10607
2019-03-03T00:00:00.000Z,18,10706
2019-03-03T00:00:00.000Z,19,10888
2019-03-03T00:00:00.000Z,20,10902
2019-03-03T00:00:00.000Z,21,10797
2019-03-03T00:00:00.000Z,22,10608
2019-03-03T00:00:00.000Z,23,10372
2019-03-03T00:00:00.000Z,24,10178
2019-03-04T00:00:00.000Z,1,10012
2019-03-04T00:00:00.000Z,2,9985
2019-03-04T00:00:00.000Z,3,10019
2019-03-04T00:00:00.000Z,4,10007
2019-03-04T00:00:00.000Z,5,10066
2019-03-04T00:00:00.000Z,6,10225
2019-03-04T00:00:00.000Z,7,10665
2019-03-04T00:00:00.000Z,8,10891
2019-03-04T00:00:00.000Z,9,10897
2019-03-04T00:00:00.000Z,10,10861
2019-03-04T00:00:00.000Z,11,10903
2019-03-04T00:00:00.000Z,12,10870
2019-03-04T00:00:00.000Z,13,10712
2019-03-04T00:00:00.000Z,14,10628
2019-03-04T00:00:00.000Z,15,10563
2019-03-04T00:00:00.000Z,16,10610
2019-03-04T00:00:00.000Z,17,10739
2019-03-04T00:00:00.000Z,18,10793
2019-03-04T00:00:00.000Z,19,10923
2019-03-04T00:00:00.000Z,20,10961
2019-03-04T00:00:00.000Z,21,10889
2019-03-04T00:00:00.000Z,22,10721
2019-03-04T00:00:00.000Z,23,10437
2019-03-04T00:00:00.000Z,24,10130
2019-03-05T00:00:00.000Z,1,10011
2019-03-05T00:00:00.000Z,2,9965
2019-03-05T00:00:00.000Z,3,9938
2019-03-05T00:00:00.000Z,4,9960
2019-03-05T00:00:00.000Z,5,10004
2019-03-05T00:00:00.000Z,6,10208
2019-03-05T00:00:00.000Z,7,10610
2019-03-05T00:00:00.000Z,8,10847
2019-03-05T00:00:00.000Z,9,10859
2019-03-05T00:00:00.000Z,10,10854
2019-03-05T00:00:00.000Z,11,10846
2019-03-05T00:00:00.000Z,12,10836
2019-03-05T00:00:00.000Z,13,10777
2019-03-05T00:00:00.000Z,14,10778
2019-03-05T00:00:00.000Z,15,10759
2019-03-05T00:00:00.000Z,16,10765
2019-03-05T00:00:00.000Z,17,10830
2019-03-05T00:00:00.000Z,18,10863
2019-03-05T00:00:00.000Z,19,10915
2019-03-05T00:00:00.000Z,20,10924
2019-03-05T00:00:00.000Z,21,10879
2019-03-05T00:00:00.000Z,22,10698
2019-03-05T00:00:00.000Z,23,10376
2019-03-05T00:00:00.000Z,24,10139
2019-03-06T00:00:00.000Z,1,10003
2019-03-06T00:00:00.000Z,2,9892
2019-03-06T00:00:00.000Z,3,9856
2019-03-06T00:00:00.000Z,4,9904
2019-03-06T00:00:00.000Z,5,9947
2019-03-06T00:00:00.000Z,6,10083
2019-03-06T00:00:00.000Z,7,10502
2019-03-06T00:00:00.000Z,8,10846
2019-03-06T00:00:00.000Z,9,10918
2019-03-06T00:00:00.000Z,10,10913
2019-03-06T00:00:00.000Z,11,10822
2019-03-06T00:00:00.000Z,12,10794
2019-03-06T00:00:00.000Z,13,10741
2019-03-06T00:00:00.000Z,14,10749
2019-03-06T00:00:00.000Z,15,10773
2019-03-06T00:00:00.000Z,16,10859
2019-03-06T00:00:00.000Z,17,10928
2019-03-06T00:00:00.000Z,18,10932
2019-03-06T00:00:00.000Z,19,11034
2019-03-06T00:00:00.000Z,20,11094
2019-03-06T00:00:00.000Z,21,11007
2019-03-06T00:00:00.000Z,22,10833
2019-03-06T00:00:00.000Z,23,10514
2019-03-06T00:00:00.000Z,24,10233
2019-03-07T00:00:00.000Z,1,10067
2019-03-07T00:00:00.000Z,2,9961
2019-03-07T00:00:00.000Z,3,9912
2019-03-07T00:00:00.000Z,4,9959
2019-03-07T00:00:00.000Z,5,9987
2019-03-07T00:00:00.000Z,6,10162
2019-03-07T00:00:00.000Z,7,10529
2019-03-07T00:00:00.000Z,8,10844
2019-03-07T00:00:00.000Z,9,10960
2019-03-07T00:00:00.000Z,10,10953
2019-03-07T00:00:00.000Z,11,10910
2019-03-07T00:00:00.000Z,12,10824
2019-03-07T00:00:00.000Z,13,10723
2019-03-07T00:00:00.000Z,14,10666
2019-03-07T00:00:00.000Z,15,10674
2019-03-07T00:00:00.000Z,16,10684
2019-03-07T00:00:00.000Z,17,10747
2019-03-07T00:00:00.000Z,18,10795
2019-03-07T00:00:00.000Z,19,10883
2019-03-07T00:00:00.000Z,20,10906
2019-03-07T00:00:00.000Z,21,10876
2019-03-07T00:00:00.000Z,22,10622
2019-03-07T00:00:00.000Z,23,10271
2019-03-07T00:00:00.000Z,24,9974
2019-03-08T00:00:00.000Z,1,9796
2019-03-08T00:00:00.000Z,2,9699
2019-03-08T00:00:00.000Z,3,9672
2019-03-08T00:00:00.000Z,4,9674
2019-03-08T00:00:00.000Z,5,9724
2019-03-08T00:00:00.000Z,6,9899
2019-03-08T00:00:00.000Z,7,10302
2019-03-08T00:00:00.000Z,8,10621
2019-03-08T00:00:00.000Z,9,10743
2019-03-08T00:00:00.000Z,10,10800
2019-03-08T00:00:00.000Z,11,10762
2019-03-08T00:00:00.000Z,12,10727
2019-03-08T00:00:00.000Z,13,10687
2019-03-08T00:00:00.000Z,14,10639
2019-03-08T00:00:00.000Z,15,10615
2019-03-08T00:00:00.000Z,16,10599
2019-03-08T00:00:00.000Z,17,10605
2019-03-08T00:00:00.000Z,18,10649
2019-03-08T00:00:00.000Z,19,10682
2019-03-08T00:00:00.000Z,20,10735
2019-03-08T00:00:00.000Z,21,10656
2019-03-08T00:00:00.000Z,22,10528
2019-03-08T00:00:00.000Z,23,10262
2019-03-08T00:00:00.000Z,24,9986
2019-03-09T00:00:00.000Z,1,9830
2019-03-09T00:00:00.000Z,2,9685
2019-03-09T00:00:00.000Z,3,9609
2019-03-09T00:00:00.000Z,4,9596
2019-03-09T00:00:00.000Z,5,9602
2019-03-09T00:00:00.000Z,6,9664
2019-03-09T00:00:00.000Z,7,9820
2019-03-09T00:00:00.000Z,8,9942
2019-03-09T00:00:00.000Z,9,10137
2019-03-09T00:00:00.000Z,10,10238
2019-03-09T00:00:00.000Z,11,10280
2019-03-09T00:00:00.000Z,12,10291
2019-03-09T00:00:00.000Z,13,10232
2019-03-09T00:00:00.000Z,14,10172
2019-03-09T00:00:00.000Z,15,10098
2019-03-09T00:00:00.000Z,16,10048
2019-03-09T00:00:00.000Z,17,10100
2019-03-09T00:00:00.000Z,18,10214
2019-03-09T00:00:00.000Z,19,10382
2019-03-09T00:00:00.000Z,20,10518
2019-03-09T00:00:00.000Z,21,10445
2019-03-09T00:00:00.000Z,22,10356
2019-03-09T00:00:00.000Z,23,10153
2019-03-09T00:00:00.000Z,24,9920
2019-03-10T00:00:00.000Z,1,9747
2019-03-10T00:00:00.000Z,3,9663
2019-03-10T00:00:00.000Z,4,9556
2019-03-10T00:00:00.000Z,5,9554
2019-03-10T00:00:00.000Z,6,9579
2019-03-10T00:00:00.000Z,7,9671
2019-03-10T00:00:00.000Z,8,9822
2019-03-10T00:00:00.000Z,9,9909
2019-03-10T00:00:00.000Z,10,10028
2019-03-10T00:00:00.000Z,11,10070
2019-03-10T00:00:00.000Z,12,10080
2019-03-10T00:00:00.000Z,13,10050
2019-03-10T00:00:00.000Z,14,9967
2019-03-10T00:00:00.000Z,15,9900
2019-03-10T00:00:00.000Z,16,9853
2019-03-10T00:00:00.000Z,17,9935
2019-03-10T00:00:00.000Z,18,10019
2019-03-10T00:00:00.000Z,19,10053
2019-03-10T00:00:00.000Z,20,10295
2019-03-10T00:00:00.000Z,21,10473
2019-03-10T00:00:00.000Z,22,10331
2019-03-10T00:00:00.000Z,23,10037
2019-03-10T00:00:00.000Z,24,9738
2019-03-11T00:00:00.000Z,1,9555
2019-03-11T00:00:00.000Z,2,9468
2019-03-11T00:00:00.000Z,3,9406
2019-03-11T00:00:00.000Z,4,9387
2019-03-11T00:00:00.000Z,5,9442
2019-03-11T00:00:00.000Z,6,9651
2019-03-11T00:00:00.000Z,7,10052
2019-03-11T00:00:00.000Z,8,10456
2019-03-11T00:00:00.000Z,9,10492
2019-03-11T00:00:00.000Z,10,10373
2019-03-11T00:00:00.000Z,11,10367
2019-03-11T00:00:00.000Z,12,10378
2019-03-11T00:00:00.000Z,13,10304
2019-03-11T00:00:00.000Z,14,10322
2019-03-11T00:00:00.000Z,15,10264
2019-03-11T00:00:00.000Z,16,10297
2019-03-11T00:00:00.000Z,17,10356
2019-03-11T00:00:00.000Z,18,10330
2019-03-11T00:00:00.000Z,19,10188
2019-03-11T00:00:00.000Z,20,10338
2019-03-11T00:00:00.000Z,21,10419
2019-03-11T00:00:00.000Z,22,10215
2019-03-11T00:00:00.000Z,23,9929
2019-03-11T00:00:00.000Z,24,9601
2019-03-12T00:00:00.000Z,1,9404
2019-03-12T00:00:00.000Z,2,9313
2019-03-12T00:00:00.000Z,3,9230
2019-03-12T00:00:00.000Z,4,9183
2019-03-12T00:00:00.000Z,5,9251
2019-03-12T00:00:00.000Z,6,9464
2019-03-12T00:00:00.000Z,7,9883
2019-03-12T00:00:00.000Z,8,10346
2019-03-12T00:00:00.000Z,9,10418
2019-03-12T00:00:00.000Z,10,10447
2019-03-12T00:00:00.000Z,11,10476
2019-03-12T00:00:00.000Z,12,10426
2019-03-12T00:00:00.000Z,13,10343
2019-03-12T00:00:00.000Z,14,10341
2019-03-12T00:00:00.000Z,15,10325
2019-03-12T00:00:00.000Z,16,10319
2019-03-12T00:00:00.000Z,17,10320
2019-03-12T00:00:00.000Z,18,10330
2019-03-12T00:00:00.000Z,19,10256
2019-03-12T00:00:00.000Z,20,10306
2019-03-12T00:00:00.000Z,21,10387
2019-03-12T00:00:00.000Z,22,10222
2019-03-12T00:00:00.000Z,23,9925
2019-03-12T00:00:00.000Z,24,9571
2019-03-13T00:00:00.000Z,1,9334
2019-03-13T00:00:00.000Z,2,9239
2019-03-13T00:00:00.000Z,3,9178
2019-03-13T00:00:00.000Z,4,9163
2019-03-13T00:00:00.000Z,5,9217
2019-03-13T00:00:00.000Z,6,9431
2019-03-13T00:00:00.000Z,7,9885
2019-03-13T00:00:00.000Z,8,10402
2019-03-13T00:00:00.000Z,9,10417
2019-03-13T00:00:00.000Z,10,10376
2019-03-13T00:00:00.000Z,11,10323
2019-03-13T00:00:00.000Z,12,10317
2019-03-13T00:00:00.000Z,13,10304
2019-03-13T00:00:00.000Z,14,10276
2019-03-13T00:00:00.000Z,15,10234
2019-03-13T00:00:00.000Z,16,10236
2019-03-13T00:00:00.000Z,17,10261
2019-03-13T00:00:00.000Z,18,10247
2019-03-13T00:00:00.000Z,19,10183
2019-03-13T00:00:00.000Z,20,10235
2019-03-13T00:00:00.000Z,21,10382
2019-03-13T00:00:00.000Z,22,10211
2019-03-13T00:00:00.000Z,23,9911
2019-03-13T00:00:00.000Z,24,9620
2019-03-14T00:00:00.000Z,1,9467
2019-03-14T00:00:00.000Z,2,9353
2019-03-14T00:00:00.000Z,3,9333
2019-03-14T00:00:00.000Z,4,9300
2019-03-14T00:00:00.000Z,5,9351
2019-03-14T00:00:00.000Z,6,9506
2019-03-14T00:00:00.000Z,7,9960
2019-03-14T00:00:00.000Z,8,10453
2019-03-14T00:00:00.000Z,9,10527
2019-03-14T00:00:00.000Z,10,10525
2019-03-14T00:00:00.000Z,11,10439
2019-03-14T00:00:00.000Z,12,10364
2019-03-14T00:00:00.000Z,13,10298
2019-03-14T00:00:00.000Z,14,10261
2019-03-14T00:00:00.000Z,15,10221
2019-03-14T00:00:00.000Z,16,10239
2019-03-14T00:00:00.000Z,17,10278
2019-03-14T00:00:00.000Z,18,10242
2019-03-14T00:00:00.000Z,19,10154
2019-03-14T00:00:00.000Z,20,10222
2019-03-14T00:00:00.000Z,21,10426
2019-03-14T00:00:00.000Z,22,10243
2019-03-14T00:00:00.000Z,23,9947
2019-03-14T00:00:00.000Z,24,9638
2019-03-15T00:00:00.000Z,1,9460
2019-03-15T00:00:00.000Z,2,9371
2019-03-15T00:00:00.000Z,3,9288
2019-03-15T00:00:00.000Z,4,9297
2019-03-15T00:00:00.000Z,5,9316
2019-03-15T00:00:00.000Z,6,9493
2019-03-15T00:00:00.000Z,7,9938
2019-03-15T00:00:00.000Z,8,10366
2019-03-15T00:00:00.000Z,9,10455
2019-03-15T00:00:00.000Z,10,10472
2019-03-15T00:00:00.000Z,11,10425
2019-03-15T00:00:00.000Z,12,10382
2019-03-15T00:00:00.000Z,13,10293
2019-03-15T00:00:00.000Z,14,10221
2019-03-15T00:00:00.000Z,15,10203
2019-03-15T00:00:00.000Z,16,10141
2019-03-15T00:00:00.000Z,17,10133
2019-03-15T00:00:00.000Z,18,10072
2019-03-15T00:00:00.000Z,19,9987
2019-03-15T00:00:00.000Z,20,10069
2019-03-15T00:00:00.000Z,21,10263
2019-03-15T00:00:00.000Z,22,10172
2019-03-15T00:00:00.000Z,23,9894
2019-03-15T00:00:00.000Z,24,9578
2019-03-16T00:00:00.000Z,1,9461
2019-03-16T00:00:00.000Z,2,9391
2019-03-16T00:00:00.000Z,3,9319
2019-03-16T00:00:00.000Z,4,9295
2019-03-16T00:00:00.000Z,5,9283
2019-03-16T00:00:00.000Z,6,9380
2019-03-16T00:00:00.000Z,7,9482
2019-03-16T00:00:00.000Z,8,9649
2019-03-16T00:00:00.000Z,9,9783
2019-03-16T00:00:00.000Z,10,9875
2019-03-16T00:00:00.000Z,11,9910
2019-03-16T00:00:00.000Z,12,9902
2019-03-16T00:00:00.000Z,13,9839
2019-03-16T00:00:00.000Z,14,9784
2019-03-16T00:00:00.000Z,15,9729
2019-03-16T00:00:00.000Z,16,9680
2019-03-16T00:00:00.000Z,17,9776
2019-03-16T00:00:00.000Z,18,9831
2019-03-16T00:00:00.000Z,19,9802
2019-03-16T00:00:00.000Z,20,9917
2019-03-16T00:00:00.000Z,21,10122
2019-03-16T00:00:00.000Z,22,10021
2019-03-16T00:00:00.000Z,23,9837
2019-03-16T00:00:00.000Z,24,9582
2019-03-17T00:00:00.000Z,1,9372
2019-03-17T00:00:00.000Z,2,9260
2019-03-17T00:00:00.000Z,3,9132
2019-03-17T00:00:00.000Z,4,9082
2019-03-17T00:00:00.000Z,5,9123
2019-03-17T00:00:00.000Z,6,9230
2019-03-17T00:00:00.000Z,7,9328
2019-03-17T00:00:00.000Z,8,9461
2019-03-17T00:00:00.000Z,9,9583
2019-03-17T00:00:00.000Z,10,9693
2019-03-17T00:00:00.000Z,11,9706
2019-03-17T00:00:00.000Z,12,9755
2019-03-17T00:00:00.000Z,13,9746
2019-03-17T00:00:00.000Z,14,9688
2019-03-17T00:00:00.000Z,15,9642
2019-03-17T00:00:00.000Z,16,9650
2019-03-17T00:00:00.000Z,17,9713
2019-03-17T00:00:00.000Z,18,9867
2019-03-17T00:00:00.000Z,19,9849
2019-03-17T00:00:00.000Z,20,9926
2019-03-17T00:00:00.000Z,21,10129
2019-03-17T00:00:00.000Z,22,9993
2019-03-17T00:00:00.000Z,23,9711
2019-03-17T00:00:00.000Z,24,9427
2019-03-18T00:00:00.000Z,1,9209
2019-03-18T00:00:00.000Z,2,9129
2019-03-18T00:00:00.000Z,3,9119
2019-03-18T00:00:00.000Z,4,9108
2019-03-18T00:00:00.000Z,5,9135
2019-03-18T00:00:00.000Z,6,9306
2019-03-18T00:00:00.000Z,7,9756
2019-03-18T00:00:00.000Z,8,10212
2019-03-18T00:00:00.000Z,9,10277
2019-03-18T00:00:00.000Z,10,10242
2019-03-18T00:00:00.000Z,11,10205
2019-03-18T00:00:00.000Z,12,10143
2019-03-18T00:00:00.000Z,13,10091
2019-03-18T00:00:00.000Z,14,10067
2019-03-18T00:00:00.000Z,15,10105
2019-03-18T00:00:00.000Z,16,10082
2019-03-18T00:00:00.000Z,17,10096
2019-03-18T00:00:00.000Z,18,10071
2019-03-18T00:00:00.000Z,19,9958
2019-03-18T00:00:00.000Z,20,9958
2019-03-18T00:00:00.000Z,21,10169
2019-03-18T00:00:00.000Z,22,9991
2019-03-18T00:00:00.000Z,23,9669
2019-03-18T00:00:00.000Z,24,9317
2019-03-19T00:00:00.000Z,1,9123
2019-03-19T00:00:00.000Z,2,9053
2019-03-19T00:00:00.000Z,3,9011
2019-03-19T00:00:00.000Z,4,8988
2019-03-19T00:00:00.000Z,5,9004
2019-03-19T00:00:00.000Z,6,9148
2019-03-19T00:00:00.000Z,7,9562
2019-03-19T00:00:00.000Z,8,9988
2019-03-19T00:00:00.000Z,9,10039
2019-03-19T00:00:00.000Z,10,10082
2019-03-19T00:00:00.000Z,11,10060
2019-03-19T00:00:00.000Z,12,10022
2019-03-19T00:00:00.000Z,13,9957
2019-03-19T00:00:00.000Z,14,9903
2019-03-19T00:00:00.000Z,15,9864
2019-03-19T00:00:00.000Z,16,9842
2019-03-19T00:00:00.000Z,17,9866
2019-03-19T00:00:00.000Z,18,9839
2019-03-19T00:00:00.000Z,19,9727
2019-03-19T00:00:00.000Z,20,9730
2019-03-19T00:00:00.000Z,21,9877
2019-03-19T00:00:00.000Z,22,9720
2019-03-19T00:00:00.000Z,23,9483
2019-03-19T00:00:00.000Z,24,9188
2019-03-20T00:00:00.000Z,1,9006
2019-03-20T00:00:00.000Z,2,8889
2019-03-20T00:00:00.000Z,3,8837
2019-03-20T00:00:00.000Z,4,8825
2019-03-20T00:00:00.000Z,5,8857
2019-03-20T00:00:00.000Z,6,9081
2019-03-20T00:00:00.000Z,7,9551
2019-03-20T00:00:00.000Z,8,9893
2019-03-20T00:00:00.000Z,9,9894
2019-03-20T00:00:00.000Z,10,9830
2019-03-20T00:00:00.000Z,11,9810
2019-03-20T00:00:00.000Z,12,9773
2019-03-20T00:00:00.000Z,13,9781
2019-03-20T00:00:00.000Z,14,9766
2019-03-20T00:00:00.000Z,15,9800
2019-03-20T00:00:00.000Z,16,9748
2019-03-20T00:00:00.000Z,17,9786
2019-03-20T00:00:00.000Z,18,9683
2019-03-20T00:00:00.000Z,19,9525
2019-03-20T00:00:00.000Z,20,9601
2019-03-20T00:00:00.000Z,21,9752
2019-03-20T00:00:00.000Z,22,9622
2019-03-20T00:00:00.000Z,23,9424
2019-03-20T00:00:00.000Z,24,9146
2019-03-21T00:00:00.000Z,1,8973
2019-03-21T00:00:00.000Z,2,8933
2019-03-21T00:00:00.000Z,3,8940
2019-03-21T00:00:00.000Z,4,8971
2019-03-21T00:00:00.000Z,5,8946
2019-03-21T00:00:00.000Z,6,9171
2019-03-21T00:00:00.000Z,7,9612
2019-03-21T00:00:00.000Z,8,9974
2019-03-21T00:00:00.000Z,9,10023
2019-03-21T00:00:00.000Z,10,9937
2019-03-21T00:00:00.000Z,11,9870
2019-03-21T00:00:00.000Z,12,9900
2019-03-21T00:00:00.000Z,13,9956
2019-03-21T00:00:00.000Z,14,10025
2019-03-21T00:00:00.000Z,15,10026
2019-03-21T00:00:00.000Z,16,9979
2019-03-21T00:00:00.000Z,17,9953
2019-03-21T00:00:00.000Z,18,9947
2019-03-21T00:00:00.000Z,19,9838
2019-03-21T00:00:00.000Z,20,9820
2019-03-21T00:00:00.000Z,21,10016
2019-03-21T00:00:00.000Z,22,9875
2019-03-21T00:00:00.000Z,23,9613
2019-03-21T00:00:00.000Z,24,9361
2019-03-22T00:00:00.000Z,1,9141
2019-03-22T00:00:00.000Z,2,9061
2019-03-22T00:00:00.000Z,3,9049
2019-03-22T00:00:00.000Z,4,9038
2019-03-22T00:00:00.000Z,5,9078
2019-03-22T00:00:00.000Z,6,9263
2019-03-22T00:00:00.000Z,7,9639
2019-03-22T00:00:00.000Z,8,10027
2019-03-22T00:00:00.000Z,9,10139
2019-03-22T00:00:00.000Z,10,10159
2019-03-22T00:00:00.000Z,11,10103
2019-03-22T00:00:00.000Z,12,10078
2019-03-22T00:00:00.000Z,13,10015
2019-03-22T00:00:00.000Z,14,9963
2019-03-22T00:00:00.000Z,15,9935
2019-03-22T00:00:00.000Z,16,9916
2019-03-22T00:00:00.000Z,17,9894
2019-03-22T00:00:00.000Z,18,9839
2019-03-22T00:00:00.000Z,19,9692
2019-03-22T00:00:00.000Z,20,9722
2019-03-22T00:00:00.000Z,21,9937
2019-03-22T00:00:00.000Z,22,9816
2019-03-22T00:00:00.000Z,23,9574
2019-03-22T00:00:00.000Z,24,9320
2019-03-23T00:00:00.000Z,1,9162
2019-03-23T00:00:00.000Z,2,9035
2019-03-23T00:00:00.000Z,3,8990
2019-03-23T00:00:00.000Z,4,8968
2019-03-23T00:00:00.000Z,5,8978
2019-03-23T00:00:00.000Z,6,9078
2019-03-23T00:00:00.000Z,7,9275
2019-03-23T00:00:00.000Z,8,9481
2019-03-23T00:00:00.000Z,9,9661
2019-03-23T00:00:00.000Z,10,9814
2019-03-23T00:00:00.000Z,11,9868
2019-03-23T00:00:00.000Z,12,9899
2019-03-23T00:00:00.000Z,13,9780
2019-03-23T00:00:00.000Z,14,9703
2019-03-23T00:00:00.000Z,15,9641
2019-03-23T00:00:00.000Z,16,9618
2019-03-23T00:00:00.000Z,17,9670
2019-03-23T00:00:00.000Z,18,9697
2019-03-23T00:00:00.000Z,19,9625
2019-03-23T00:00:00.000Z,20,9627
2019-03-23T00:00:00.000Z,21,9816
2019-03-23T00:00:00.000Z,22,9736
2019-03-23T00:00:00.000Z,23,9495
2019-03-23T00:00:00.000Z,24,9268
2019-03-24T00:00:00.000Z,1,9097
2019-03-24T00:00:00.000Z,2,9036
2019-03-24T00:00:00.000Z,3,8946
2019-03-24T00:00:00.000Z,4,8945
2019-03-24T00:00:00.000Z,5,9017
2019-03-24T00:00:00.000Z,6,9056
